,ActualWarrenty,CompanyWarranty,ContactForce,Cracks,CurrentFlow,DateTime,DeviceCategory,DeviceSpeed,DynamicAcceleration,EnvTemperature,HeatGenerated,Humidity,ImpactAcceleration,LateralAcceleration,Latitude,Longitude,Noofdevices,RepairedNo,Strain,StructureDistortion,StructureMovement,TransverseDeformation,UsagePerDay,VerticalContactForce,VerticalDisplacement,Vibration:,Voltage,WindSpeed,category
1177,46,1,6794,0,16,2017-07-31,Measuring Tools,500,218,34,43,49,2,16,60,25,35,3,6,10,9,7,3,1956,36,109,252,49,Power Tools
1178,50,1,2024,0,16,2017-07-31,Cordless Power Tools,1223,217,44,92,62,7,247,51,62,10,1,9,1,3,10,22,1530,48,198,174,0,Power Tools
1179,19,1,1981,1,16,2017-07-31,Fastening Systems,1022,68,32,54,76,6,123,54,61,52,5,5,0,7,6,18,1042,37,212,157,12,Power Tools
1180,13,1,2474,0,16,2017-08-01,Diamond Tools,553,123,49,65,60,29,219,88,29,49,0,4,1,4,10,20,1239,33,9,266,15,Power Tools
1181,49,1,8288,0,16,2017-08-01,Drilling and Demolition Tools,924,73,20,55,44,29,199,75,1,42,3,9,10,3,0,16,1947,37,177,197,19,Power Tools
1182,29,1,9737,1,16,2017-08-01,Measuring Tools,1185,161,48,63,77,4,128,74,57,6,0,0,3,2,3,24,1117,3,52,210,30,Power Tools
1183,10,1,2354,0,16,2017-08-01,Cordless Power Tools,1455,205,49,92,31,13,207,88,164,46,5,9,2,9,10,15,1702,28,83,160,3,Power Tools
1184,47,1,6709,0,16,2017-08-01,Fastening Systems,893,57,23,79,44,12,21,30,122,47,1,1,7,9,2,2,1187,6,95,200,32,Power Tools
1185,22,1,9899,1,16,2017-08-02,Diamond Tools,619,185,49,84,95,14,226,35,12,52,0,0,3,0,6,17,1814,33,69,193,37,Power Tools
1186,27,1,4490,0,16,2017-08-02,Drilling and Demolition Tools,1324,145,50,99,79,3,8,9,103,60,0,5,1,4,9,8,1950,44,220,230,48,Power Tools
1187,12,1,4993,0,16,2017-08-02,Measuring Tools,709,225,41,88,90,0,151,13,43,28,3,1,9,4,0,20,1923,38,182,170,3,Power Tools
1188,22,1,8499,1,16,2017-08-02,Cordless Power Tools,1364,77,36,45,69,23,190,79,125,44,1,6,1,2,9,8,1003,49,133,160,29,Power Tools
1189,26,1,9975,1,16,2017-08-02,Fastening Systems,915,41,51,97,36,15,25,79,2,8,1,4,7,10,1,7,1548,16,233,228,25,Power Tools
1190,43,1,5575,0,16,2017-08-03,Diamond Tools,1936,134,20,48,99,16,119,17,38,14,1,7,4,2,4,15,1197,31,167,158,50,Power Tools
1191,17,1,3928,1,16,2017-08-03,Drilling and Demolition Tools,1590,25,38,88,39,2,241,73,86,12,1,4,10,5,1,16,1060,17,68,150,41,Power Tools
1192,13,1,8098,0,16,2017-08-03,Measuring Tools,955,32,58,80,34,5,80,42,16,45,3,4,2,10,0,7,1628,1,194,269,41,Power Tools
1193,37,1,2071,0,16,2017-08-03,Cordless Power Tools,1187,238,59,50,47,27,103,3,112,30,4,4,10,10,2,6,1955,2,13,177,40,Power Tools
1194,26,1,1170,0,16,2017-08-03,Fastening Systems,1022,93,41,64,60,20,173,39,145,13,0,10,9,2,2,5,1401,45,106,208,4,Power Tools
1195,22,1,6080,0,16,2017-08-04,Diamond Tools,953,136,42,99,74,11,124,29,120,43,5,4,10,7,8,14,1554,28,230,175,3,Power Tools
1196,16,1,4270,0,16,2017-08-04,Drilling and Demolition Tools,1446,178,36,99,77,28,116,82,79,9,2,2,7,1,10,2,1026,32,92,159,42,Power Tools
1197,40,1,3281,0,16,2017-08-04,Measuring Tools,963,78,33,55,82,6,179,28,68,48,1,9,8,6,1,19,1258,30,126,187,29,Power Tools
1198,37,1,2850,1,16,2017-08-04,Cordless Power Tools,1063,117,23,92,78,4,126,42,148,3,3,10,2,4,0,24,1885,12,75,257,36,Power Tools
1199,49,1,2186,0,16,2017-08-04,Fastening Systems,615,90,31,89,35,24,125,28,4,15,4,6,1,2,2,6,1505,29,68,178,9,Power Tools
1200,48,1,7677,0,16,2017-08-05,Diamond Tools,767,203,58,70,84,16,141,52,94,43,3,5,1,10,2,23,1964,7,109,195,8,Power Tools
1201,6,1,5769,1,16,2017-08-05,Drilling and Demolition Tools,1002,84,57,51,90,14,229,12,101,48,3,0,7,1,2,11,1918,1,225,243,32,Power Tools
1202,16,1,1148,0,16,2017-08-05,Measuring Tools,1903,4,40,100,90,21,193,13,136,13,1,7,4,1,8,5,1897,47,214,155,14,Power Tools
1203,22,1,1546,1,16,2017-08-05,Cordless Power Tools,1172,32,59,71,63,8,100,22,92,56,2,3,9,5,9,15,1429,22,227,202,48,Power Tools
1204,30,1,8823,1,16,2017-08-05,Fastening Systems,1848,12,47,43,48,14,45,17,142,15,1,1,7,9,0,5,1370,36,59,171,10,Power Tools
1205,45,1,5297,1,16,2017-08-06,Diamond Tools,1064,166,55,90,31,6,144,34,24,18,0,9,8,9,6,8,1782,45,45,163,1,Power Tools
1206,11,1,5407,0,16,2017-08-06,Drilling and Demolition Tools,1767,12,52,79,96,21,113,3,121,0,5,1,8,3,9,14,1941,8,5,199,36,Power Tools
1207,22,1,8218,1,16,2017-08-06,Measuring Tools,901,47,39,56,47,12,86,13,177,41,5,6,1,2,4,2,1612,20,209,205,45,Power Tools
1208,8,1,7096,0,16,2017-08-06,Cordless Power Tools,831,144,59,87,92,22,26,51,180,30,3,7,0,7,5,2,1699,18,109,238,31,Power Tools
1209,39,1,7883,0,16,2017-08-06,Fastening Systems,764,53,22,83,36,17,116,29,72,13,2,7,7,5,10,10,1337,8,89,234,20,Power Tools
1210,33,1,6892,0,16,2017-08-07,Diamond Tools,1665,5,47,51,85,13,85,62,73,35,1,4,8,9,9,2,1103,46,123,209,2,Power Tools
1211,42,1,6987,0,16,2017-08-07,Drilling and Demolition Tools,1379,82,50,76,62,22,167,48,2,41,5,5,8,5,9,3,1508,38,94,243,33,Power Tools
1212,50,1,1159,0,16,2017-08-07,Measuring Tools,1272,164,51,66,96,23,85,12,49,27,2,5,2,10,6,2,1368,4,236,187,28,Power Tools
1213,22,1,1219,0,16,2017-08-07,Cordless Power Tools,1912,25,25,61,45,10,41,59,3,53,1,3,0,4,9,13,1635,20,185,199,13,Power Tools
1214,50,1,4279,0,16,2017-08-07,Fastening Systems,1079,150,47,86,47,15,19,4,159,21,5,9,0,4,1,6,1357,2,221,217,33,Power Tools
1215,43,1,8039,1,16,2017-08-08,Diamond Tools,795,87,20,86,41,7,153,60,49,6,0,0,4,6,3,18,1179,8,89,194,8,Power Tools
1216,36,1,9933,1,16,2017-08-08,Drilling and Demolition Tools,1424,185,24,57,45,8,240,86,139,34,3,8,2,4,1,0,1483,47,210,159,41,Power Tools
1217,1,1,2562,1,16,2017-08-08,Measuring Tools,754,209,53,96,68,4,188,25,80,49,5,6,0,3,3,13,1633,29,3,155,24,Power Tools
1218,49,1,9697,0,16,2017-08-08,Cordless Power Tools,1039,24,30,89,77,10,0,75,160,43,5,8,0,3,1,15,1671,6,185,153,8,Power Tools
1219,2,1,6880,1,16,2017-08-08,Fastening Systems,746,159,43,90,67,24,155,5,72,52,1,9,10,5,6,18,1432,39,95,157,28,Power Tools
1220,21,1,9116,0,16,2017-08-09,Diamond Tools,1231,49,53,81,49,8,141,42,152,17,2,10,3,7,3,22,1159,47,222,244,17,Power Tools
1221,20,1,2216,0,16,2017-08-09,Drilling and Demolition Tools,1741,194,53,87,38,6,152,40,3,24,1,6,10,7,8,5,1986,12,99,194,2,Power Tools
1222,3,1,1951,0,16,2017-08-09,Measuring Tools,1661,129,60,60,33,23,80,3,81,42,2,7,1,1,10,7,1418,0,43,205,12,Power Tools
1223,8,1,3126,1,16,2017-08-09,Cordless Power Tools,1041,160,50,58,55,2,72,6,107,4,0,2,0,4,6,9,1541,26,123,196,1,Power Tools
1224,25,1,6020,1,16,2017-08-09,Fastening Systems,1461,115,29,77,34,24,28,69,76,49,4,4,7,8,10,14,1916,44,87,226,29,Power Tools
1225,50,1,6902,1,16,2017-08-10,Diamond Tools,1076,190,34,84,72,19,17,89,19,54,3,5,9,3,0,23,1556,45,17,157,46,Power Tools
1226,12,1,5527,1,16,2017-08-10,Drilling and Demolition Tools,1253,87,59,97,62,13,55,38,128,37,0,4,8,9,3,18,1679,20,218,240,43,Power Tools
1227,47,1,4809,1,16,2017-08-10,Measuring Tools,1556,178,23,78,63,1,52,43,163,7,0,8,2,9,7,3,1159,47,147,155,2,Power Tools
1228,4,1,4990,1,16,2017-08-10,Cordless Power Tools,1577,193,45,81,62,18,116,12,55,59,3,0,3,10,7,11,1984,36,23,187,31,Power Tools
1229,4,1,6499,1,16,2017-08-10,Fastening Systems,1832,193,32,68,85,11,146,66,80,27,3,1,0,1,2,19,1835,48,169,162,48,Power Tools
1230,37,1,9710,0,16,2017-08-11,Diamond Tools,1861,90,59,49,71,3,59,53,89,42,5,9,5,10,10,19,1081,43,49,159,23,Power Tools
1231,33,1,1799,1,16,2017-08-11,Drilling and Demolition Tools,1447,20,34,83,52,27,120,31,60,51,5,9,9,8,1,12,1855,33,216,252,17,Power Tools
1232,14,1,2640,1,16,2017-08-11,Measuring Tools,644,232,46,88,91,12,18,67,127,21,5,3,6,10,3,19,1002,2,207,240,2,Power Tools
1233,25,1,2074,1,16,2017-08-11,Cordless Power Tools,818,177,22,87,43,2,146,54,124,24,2,2,8,10,7,11,1991,32,133,199,44,Power Tools
1234,35,1,4382,0,16,2017-08-11,Fastening Systems,652,27,55,93,35,17,213,61,80,40,4,5,2,1,8,16,1102,8,47,237,40,Power Tools
1235,27,1,8313,0,16,2017-08-12,Diamond Tools,859,114,22,41,60,29,152,53,61,49,1,10,1,6,0,16,1641,50,138,223,50,Power Tools
1236,7,1,6224,1,16,2017-08-12,Drilling and Demolition Tools,1796,12,60,48,79,5,1,41,76,24,4,0,10,1,10,19,2000,20,65,270,41,Power Tools
1237,28,1,2056,0,16,2017-08-12,Measuring Tools,694,51,30,69,53,3,244,62,136,0,1,6,8,4,3,19,1668,46,212,255,18,Power Tools
1238,9,1,5271,1,16,2017-08-12,Cordless Power Tools,1608,62,43,66,46,0,250,76,29,9,1,0,5,0,10,18,1069,25,125,243,33,Power Tools
1239,24,1,9474,0,16,2017-08-12,Fastening Systems,880,138,43,52,65,10,201,0,67,27,5,9,1,9,7,13,1506,41,2,172,24,Power Tools
1240,5,1,2665,0,16,2017-08-13,Diamond Tools,1807,16,54,71,57,27,29,13,140,29,2,8,4,6,3,13,1985,48,191,196,36,Power Tools
1241,20,1,2241,0,16,2017-08-13,Drilling and Demolition Tools,649,199,51,97,38,3,24,56,45,48,4,8,7,4,7,24,1273,47,214,150,28,Power Tools
1242,35,1,9435,1,16,2017-08-13,Measuring Tools,1017,125,45,83,94,15,113,68,171,56,4,10,3,6,0,17,1850,38,56,237,29,Power Tools
1243,17,1,2201,0,16,2017-08-13,Cordless Power Tools,1279,157,47,67,84,17,233,84,89,22,0,3,2,5,2,16,1239,40,127,179,12,Power Tools
1244,13,1,8755,0,16,2017-08-13,Fastening Systems,1483,73,50,53,30,14,105,3,157,56,3,10,10,9,3,8,1747,47,90,248,19,Power Tools
1245,32,1,4959,1,16,2017-08-14,Diamond Tools,1891,246,23,100,53,4,120,9,178,36,0,8,9,9,4,24,1613,25,128,156,8,Power Tools
1246,3,1,3414,0,16,2017-08-14,Drilling and Demolition Tools,1549,90,33,63,88,21,250,29,71,24,5,5,7,7,6,16,1209,26,107,244,40,Power Tools
1247,1,1,7807,1,16,2017-08-14,Measuring Tools,1648,223,33,62,45,25,144,50,153,6,1,6,4,7,5,23,1276,17,21,245,12,Power Tools
1248,35,1,8375,0,16,2017-08-14,Cordless Power Tools,1517,241,33,61,53,29,49,40,88,55,0,2,8,6,2,18,1509,8,214,209,12,Power Tools
1249,26,1,7487,0,16,2017-08-14,Fastening Systems,1956,59,34,67,92,24,179,28,142,35,0,8,5,9,7,20,1564,34,65,215,24,Power Tools
1250,2,1,1116,0,16,2017-08-15,Diamond Tools,1752,163,38,47,83,5,118,88,103,50,1,9,3,4,5,6,1368,40,47,236,21,Power Tools
1251,15,1,3836,1,16,2017-08-15,Drilling and Demolition Tools,1877,74,30,77,44,6,113,37,50,23,2,2,9,8,2,21,1978,23,110,261,20,Power Tools
1252,51,1,3905,1,16,2017-08-15,Measuring Tools,934,161,43,51,99,26,95,24,10,13,0,7,1,10,9,24,1869,18,158,258,2,Power Tools
1253,38,1,2316,0,16,2017-08-15,Cordless Power Tools,1907,146,57,64,44,2,181,73,143,9,1,4,4,2,0,14,1044,9,208,243,33,Power Tools
1254,24,1,3460,1,16,2017-08-15,Fastening Systems,1120,35,32,97,46,4,12,17,121,13,1,8,7,9,8,11,1133,28,98,213,47,Power Tools
1255,17,1,4181,1,16,2017-08-16,Diamond Tools,929,72,35,80,70,0,53,17,63,33,2,2,9,8,4,10,1272,28,98,211,20,Power Tools
1256,3,1,1966,0,16,2017-08-16,Drilling and Demolition Tools,1082,97,37,66,63,23,212,51,172,54,3,4,10,3,0,17,1740,9,168,248,43,Power Tools
1257,46,1,6673,1,16,2017-08-16,Measuring Tools,1215,22,47,41,85,17,10,52,102,23,1,5,10,0,1,18,1717,6,1,202,4,Power Tools
1258,1,1,5769,0,16,2017-08-16,Cordless Power Tools,1314,125,33,67,41,7,118,67,60,2,5,1,4,5,0,24,1553,17,40,216,46,Power Tools
1259,47,1,9259,0,16,2017-08-16,Fastening Systems,1269,138,20,51,69,12,22,50,131,14,5,2,6,10,8,12,1438,35,92,151,43,Power Tools
1260,17,1,2366,0,16,2017-08-17,Diamond Tools,1868,207,58,57,79,6,228,45,10,9,5,1,4,7,8,6,1811,44,98,265,16,Power Tools
1261,39,1,8000,1,16,2017-08-17,Drilling and Demolition Tools,1018,183,35,78,32,21,215,31,103,13,5,2,3,5,8,5,1111,19,65,240,33,Power Tools
1262,8,1,4375,0,16,2017-08-17,Measuring Tools,1051,42,21,89,76,5,2,30,25,51,1,1,6,7,4,24,1674,40,48,153,17,Power Tools
1263,39,1,9494,1,16,2017-08-17,Cordless Power Tools,588,39,35,62,54,14,217,2,148,49,2,5,8,2,9,21,1870,38,34,235,24,Power Tools
1264,2,1,5799,1,16,2017-08-17,Fastening Systems,1853,76,49,51,93,2,120,44,133,6,5,5,0,6,4,21,1952,2,67,174,47,Power Tools
1265,15,1,4955,0,16,2017-08-18,Diamond Tools,686,183,21,92,86,4,122,49,56,27,0,2,9,3,10,10,1420,26,214,175,15,Power Tools
1266,43,1,5447,1,16,2017-08-18,Drilling and Demolition Tools,1861,94,40,53,76,7,208,61,37,18,3,1,8,6,2,21,1886,18,85,156,14,Power Tools
1267,4,1,2340,1,16,2017-08-18,Measuring Tools,687,166,42,61,55,4,132,58,43,56,5,9,0,6,1,1,1274,33,8,252,42,Power Tools
1268,10,1,6194,1,16,2017-08-18,Cordless Power Tools,1630,26,53,89,35,16,246,48,131,30,5,1,10,7,2,7,1166,5,157,240,34,Power Tools
1269,30,1,1694,0,16,2017-08-18,Fastening Systems,761,60,58,80,98,14,201,29,107,34,5,10,4,9,8,1,1725,7,176,259,29,Power Tools
1270,22,1,1866,1,16,2017-08-19,Diamond Tools,611,226,39,72,67,18,209,8,102,38,3,5,9,5,10,21,1132,9,190,269,34,Power Tools
1271,16,1,1854,0,16,2017-08-19,Drilling and Demolition Tools,1386,15,59,74,41,11,76,43,180,1,2,10,5,0,4,21,1841,1,208,209,39,Power Tools
1272,30,1,9291,1,16,2017-08-19,Measuring Tools,916,3,20,57,94,18,201,69,160,53,0,2,6,3,6,4,1747,38,9,150,36,Power Tools
1273,33,1,2801,1,16,2017-08-19,Cordless Power Tools,1756,116,37,40,59,1,124,65,179,30,2,4,8,7,4,4,1621,6,175,225,47,Power Tools
1274,25,1,5470,0,16,2017-08-19,Fastening Systems,1257,237,25,88,34,24,234,46,128,12,1,10,2,2,8,7,1917,43,41,187,6,Power Tools
1275,43,1,3264,1,16,2017-08-20,Diamond Tools,1554,122,52,88,81,21,230,64,60,19,0,9,10,7,3,2,1090,23,91,184,39,Power Tools
1276,31,1,4460,0,16,2017-08-20,Drilling and Demolition Tools,1200,37,42,100,62,9,51,18,117,22,5,0,1,4,7,11,1004,23,33,247,14,Power Tools
1277,32,1,2325,0,16,2017-08-20,Measuring Tools,1818,24,26,56,81,3,203,19,68,50,5,6,10,1,3,17,1044,32,125,246,17,Power Tools
1278,25,1,4411,1,16,2017-08-20,Cordless Power Tools,1069,250,38,70,57,9,126,47,15,17,4,3,1,4,6,5,1681,16,48,236,11,Power Tools
1279,10,1,5056,1,16,2017-08-20,Fastening Systems,1521,101,50,64,66,1,40,52,110,54,1,10,10,4,5,22,1436,48,132,174,20,Power Tools
1280,11,1,5887,1,16,2017-08-21,Diamond Tools,667,116,40,57,36,25,17,11,118,24,4,0,6,4,3,21,1984,22,97,187,21,Power Tools
1281,45,1,2825,1,16,2017-08-21,Drilling and Demolition Tools,1155,93,49,58,32,28,201,14,11,38,2,9,4,10,8,10,1002,30,14,234,49,Power Tools
1282,2,1,9552,0,16,2017-08-21,Measuring Tools,892,174,27,55,57,15,37,62,59,41,1,3,5,6,8,13,1647,49,79,159,32,Power Tools
1283,16,1,9473,0,16,2017-08-21,Cordless Power Tools,1552,247,53,75,42,27,87,72,173,48,2,9,10,0,0,24,1304,15,74,227,39,Power Tools
1284,27,1,4577,0,16,2017-08-21,Fastening Systems,1508,107,35,66,49,7,243,7,69,0,3,1,2,10,10,14,1009,34,38,256,13,Power Tools
1285,25,1,2320,1,16,2017-08-22,Diamond Tools,1458,98,20,55,84,8,92,65,137,33,3,4,7,3,1,24,1290,47,95,216,39,Power Tools
1286,5,1,7896,0,16,2017-08-22,Drilling and Demolition Tools,774,150,50,81,89,19,172,81,16,57,1,8,8,8,0,9,1847,10,102,223,5,Power Tools
1287,34,1,7180,0,16,2017-08-22,Measuring Tools,1446,214,28,85,49,9,136,68,152,5,2,1,0,6,0,16,1909,42,222,200,49,Power Tools
1288,25,1,9053,1,16,2017-08-22,Cordless Power Tools,741,46,52,98,61,15,1,25,133,45,4,0,1,8,8,12,1815,50,84,217,38,Power Tools
1289,26,1,5187,0,16,2017-08-22,Fastening Systems,1794,142,54,77,52,14,102,7,44,48,5,4,1,10,5,15,1224,41,144,176,19,Power Tools
1290,34,1,5623,0,16,2017-08-23,Diamond Tools,523,101,47,99,89,3,131,42,110,60,4,7,5,6,6,12,1257,5,154,256,40,Power Tools
1291,26,1,1664,0,16,2017-08-23,Drilling and Demolition Tools,970,94,43,74,47,16,118,53,7,49,3,9,6,2,5,1,1962,32,50,202,39,Power Tools
1292,47,1,6693,1,16,2017-08-23,Measuring Tools,1259,51,52,57,67,9,130,90,168,18,4,2,9,1,0,7,1113,9,172,179,23,Power Tools
1293,24,1,5117,1,16,2017-08-23,Cordless Power Tools,718,166,23,99,99,8,218,40,91,25,0,1,1,0,1,23,1154,40,195,194,46,Power Tools
1294,34,1,6954,1,16,2017-08-23,Fastening Systems,744,50,25,77,40,19,229,67,6,14,4,1,3,4,7,22,1316,31,235,264,43,Power Tools
1295,22,1,5446,1,16,2017-08-24,Diamond Tools,1520,49,32,51,94,1,245,46,0,60,3,7,0,2,9,2,1110,18,183,204,9,Power Tools
1296,4,1,4455,1,16,2017-08-24,Drilling and Demolition Tools,1085,186,36,52,77,24,217,21,176,9,3,2,4,1,2,1,1421,19,136,223,44,Power Tools
1297,42,1,5158,1,16,2017-08-24,Measuring Tools,836,214,39,47,80,25,207,80,125,2,4,0,3,4,4,14,1652,41,200,169,46,Power Tools
1298,46,1,1267,1,16,2017-08-24,Cordless Power Tools,981,219,45,90,71,12,168,59,143,21,3,3,4,1,9,18,1338,8,0,172,25,Power Tools
1299,4,1,1966,1,16,2017-08-24,Fastening Systems,1642,245,30,52,56,14,181,22,132,60,1,7,3,4,0,8,1586,10,5,215,3,Power Tools
1300,20,1,8565,0,16,2017-08-25,Diamond Tools,1420,138,56,51,61,4,68,7,28,30,0,4,8,7,3,23,1115,17,109,151,43,Power Tools
1301,13,1,4520,1,16,2017-08-25,Drilling and Demolition Tools,1732,184,60,99,99,10,187,66,173,57,1,8,8,3,1,12,1440,22,241,216,7,Power Tools
1302,35,1,8462,0,16,2017-08-25,Measuring Tools,1599,47,34,52,73,22,173,30,16,23,5,7,9,10,6,2,1529,30,54,239,7,Power Tools
1303,30,1,3769,1,16,2017-08-25,Cordless Power Tools,1052,182,40,97,69,24,95,23,0,6,4,6,2,5,10,15,1173,47,60,244,7,Power Tools
1304,32,1,9428,1,16,2017-08-25,Fastening Systems,799,95,44,97,86,13,28,83,90,34,3,0,4,9,0,3,1791,10,111,227,31,Power Tools
1305,14,1,3174,0,16,2017-08-26,Diamond Tools,613,135,57,76,89,5,181,30,153,33,1,2,1,9,10,5,1598,27,172,174,26,Power Tools
1306,37,1,2804,1,16,2017-08-26,Drilling and Demolition Tools,1536,136,28,96,58,19,42,60,178,31,5,3,5,9,3,4,1731,49,183,217,0,Power Tools
1307,25,1,9711,1,16,2017-08-26,Measuring Tools,1287,243,52,94,70,17,15,71,44,0,4,0,5,3,10,4,1065,4,149,150,20,Power Tools
1308,18,1,6527,0,16,2017-08-26,Cordless Power Tools,1788,103,38,56,99,11,195,30,161,57,4,2,0,1,1,1,1940,30,52,264,18,Power Tools
1309,13,1,4665,0,16,2017-08-26,Fastening Systems,1570,105,22,47,71,29,35,85,164,36,3,5,2,1,10,2,1253,35,218,163,43,Power Tools
1310,25,1,2226,0,16,2017-08-27,Diamond Tools,1315,13,52,72,37,7,8,4,30,53,3,0,9,8,9,24,1330,45,214,164,25,Power Tools
1311,18,1,5849,1,16,2017-08-27,Drilling and Demolition Tools,1945,110,42,90,33,3,245,2,69,27,0,7,8,3,9,19,1397,11,74,217,21,Power Tools
1312,1,1,3375,0,16,2017-08-27,Measuring Tools,1089,214,58,85,59,29,42,36,13,34,1,7,7,1,8,14,1383,19,35,186,18,Power Tools
1313,8,1,2813,0,16,2017-08-27,Cordless Power Tools,1698,46,51,54,74,25,130,16,65,51,3,1,4,3,7,14,1833,34,20,195,13,Power Tools
1314,14,1,2866,0,16,2017-08-27,Fastening Systems,724,61,39,94,94,17,144,77,132,22,0,10,4,2,4,5,1834,27,157,194,43,Power Tools
1315,5,1,3841,0,16,2017-08-28,Diamond Tools,1177,126,33,78,91,14,138,56,113,26,4,1,2,7,6,21,1815,0,188,180,27,Power Tools
1316,16,1,2590,1,16,2017-08-28,Drilling and Demolition Tools,1793,91,38,46,54,18,210,11,104,8,3,9,6,6,5,22,1287,1,232,213,27,Power Tools
1317,37,1,8243,1,16,2017-08-28,Measuring Tools,682,84,20,55,61,23,115,87,161,58,2,1,4,4,6,24,1073,3,233,208,15,Power Tools
1318,39,1,5837,0,16,2017-08-28,Cordless Power Tools,1686,66,43,97,77,11,86,31,125,25,5,3,5,7,9,15,1392,6,205,176,41,Power Tools
1319,41,1,7326,0,16,2017-08-28,Fastening Systems,1155,129,22,87,69,16,145,89,95,34,0,0,3,1,10,8,1619,11,159,211,35,Power Tools
1320,15,1,8576,0,16,2017-08-29,Diamond Tools,1878,189,50,97,77,24,68,28,72,23,1,0,1,3,9,3,1171,44,162,218,5,Power Tools
1321,51,1,8702,1,16,2017-08-29,Drilling and Demolition Tools,532,81,22,78,42,22,225,56,86,21,1,3,6,9,5,2,1991,22,1,198,37,Power Tools
1322,24,1,5798,0,16,2017-08-29,Measuring Tools,1861,201,46,44,97,29,139,79,73,25,1,5,7,10,7,24,1661,19,110,192,41,Power Tools
1323,36,1,5816,1,16,2017-08-29,Cordless Power Tools,1640,24,30,92,68,9,83,45,84,34,2,5,7,0,5,7,1175,4,230,172,10,Power Tools
1324,40,1,7982,0,16,2017-08-29,Fastening Systems,1607,242,54,44,46,30,68,61,158,59,5,10,7,7,3,3,1554,36,49,204,12,Power Tools
1325,14,1,8210,1,16,2017-08-30,Diamond Tools,790,1,25,62,72,15,159,39,82,40,3,10,4,0,0,5,1291,17,101,169,39,Power Tools
1326,18,1,6675,0,16,2017-08-30,Drilling and Demolition Tools,749,62,20,49,73,1,65,76,171,59,2,1,1,7,8,12,1428,17,119,184,7,Power Tools
1327,35,1,6604,0,16,2017-08-30,Measuring Tools,1871,68,20,72,30,6,97,66,57,55,5,1,2,5,5,17,1451,29,214,163,15,Power Tools
1328,33,1,9865,1,16,2017-08-30,Cordless Power Tools,1067,183,37,90,96,30,197,66,89,19,5,8,3,6,10,18,1489,42,235,228,35,Power Tools
1329,8,1,2875,1,16,2017-08-30,Fastening Systems,914,236,30,68,43,12,148,45,72,29,4,8,1,8,10,13,1356,49,143,231,44,Power Tools
1330,22,1,9482,1,16,2017-08-31,Diamond Tools,894,182,30,59,59,18,58,14,103,33,3,6,6,1,2,14,1965,15,206,257,33,Power Tools
1331,44,1,3501,0,16,2017-08-31,Drilling and Demolition Tools,1784,51,60,99,61,15,82,82,177,37,5,3,6,4,3,5,1482,34,193,262,36,Power Tools
1332,5,1,1786,1,16,2017-08-31,Measuring Tools,558,138,60,93,63,27,44,0,31,6,4,3,10,7,10,0,1902,32,81,252,2,Power Tools
1333,21,1,1826,0,16,2017-08-31,Cordless Power Tools,1827,182,58,49,49,6,246,45,17,52,1,2,2,4,2,2,1098,43,119,220,3,Power Tools
1334,19,1,9604,0,16,2017-08-31,Fastening Systems,960,67,22,96,70,3,200,11,20,18,2,0,4,5,8,22,1569,45,57,255,49,Power Tools
1335,48,1,2444,1,16,2017-09-01,Diamond Tools,1200,217,52,89,53,9,148,10,74,28,3,6,2,9,9,1,1666,18,2,212,19,Power Tools
1336,4,1,6788,0,16,2017-09-01,Drilling and Demolition Tools,1729,194,37,76,90,9,227,89,117,6,2,4,5,2,9,23,1187,1,161,197,8,Power Tools
1337,30,1,8104,0,16,2017-09-01,Measuring Tools,1495,157,42,63,36,21,147,33,166,43,5,7,1,0,3,12,1189,4,198,252,50,Power Tools
1338,45,1,6181,1,16,2017-09-01,Cordless Power Tools,1556,230,38,65,63,7,226,48,169,39,1,2,4,6,4,4,1579,5,72,195,32,Power Tools
1339,6,1,2802,1,16,2017-09-01,Fastening Systems,517,177,43,54,91,5,81,79,0,14,4,6,5,10,8,14,1096,5,83,261,16,Power Tools
1340,46,1,5467,0,16,2017-09-02,Diamond Tools,1488,250,24,60,67,26,216,77,75,19,2,9,1,9,5,9,1884,46,66,165,8,Power Tools
1341,36,1,3787,0,16,2017-09-02,Drilling and Demolition Tools,1495,206,46,96,34,7,71,22,3,14,5,6,6,0,3,14,1514,10,240,232,47,Power Tools
1342,9,1,9255,0,16,2017-09-02,Measuring Tools,594,236,48,52,83,22,179,47,79,58,1,5,1,0,0,9,1095,1,156,165,5,Power Tools
1343,9,1,9029,0,16,2017-09-02,Cordless Power Tools,1914,198,30,50,86,26,144,10,128,28,1,7,4,10,5,10,1030,20,238,183,11,Power Tools
1344,23,1,5381,1,16,2017-09-02,Fastening Systems,714,177,41,53,88,2,157,37,179,17,4,6,9,8,0,0,1128,37,187,214,26,Power Tools
1345,23,1,7209,1,16,2017-09-03,Diamond Tools,620,163,27,50,49,14,90,6,70,33,0,1,0,0,8,3,1261,46,6,228,40,Power Tools
1346,42,1,7967,0,16,2017-09-03,Drilling and Demolition Tools,1082,197,37,65,54,7,58,78,65,60,1,7,7,3,0,0,1114,16,115,160,8,Power Tools
1347,48,1,3011,0,16,2017-09-03,Measuring Tools,611,31,56,90,57,0,69,15,44,2,2,8,0,10,5,3,1725,30,206,199,23,Power Tools
1348,8,1,6733,0,16,2017-09-03,Cordless Power Tools,1466,123,21,67,35,21,27,12,89,36,4,3,6,9,4,2,1939,31,25,214,22,Power Tools
